%Y-%m-%d;EASTEU;LATAM;CHINA;INDIA;ENERGY;MINING;GOLD;WATER
2004-03-03;-0.02283;-0.02208;-0.01294;0.004234;-0.0131;-0.02812;-0.03246;-0.00323
2004-03-04;0.001958;0.0009704;0;-0.00968;-0.002519;-0.01021;0.00594;0.003318
2004-03-05;0.01767;0.01157;-0.002006;0.01322;-0.003215;-0.001185;0.01537;0.005318
2004-03-08;0.0161;0.01381;0.004008;0.01554;0.008748;0.01879;0.0116;-0.004672
2004-03-09;0.003357;-0.01765;-0.003005;-0.01723;-0.0004561;-0.01445;-0.0008873;-0.001227
2004-03-10;-0.002727;-0.005792;-0.01312;-0.001857;-0.004625;-0.02792;-0.01071;-0.01521
2004-03-11;-0.0292;-0.03547;-0.009188;-0.01877;-0.01728;-0.03415;-0.02821;-0.01041
2004-03-12;0.002807;-0.005532;-0.01031;-0.003623;-0.01179;0.01454;-0.0004616;0.007385
2004-03-15;0.004733;-0.005056;-0.003114;-0.007982;0.005666;-0.006623;-0.0009238;-0.00821
2004-03-16;-0.009056;0.001519;-0.002081;-0.02327;-0.002067;0.002903;-0.001387;-0.005213
2004-03-17;0;0.00706;0.007265;0.01064;0.004336;0.004132;-0.002316;0.01189
2004-03-18;0.02756;0.005013;-0.00207;-0.008683;0.008829;0.01514;0.027;0.002012
2004-03-19;0.008811;0.007968;-0.002075;-0.003923;0.009428;0.008091;0.02011;-0.00835
2004-03-22;-0.005655;-0.01248;-0.04026;-0.02313;-0.007408;-0.01053;0.008811;-0.003056
2004-03-23;0.002727;0.002508;0.01289;0.009463;-0.0128;0.001221;-0.007484;-0.0007435
2004-03-24;-0.0002095;-0.01007;0.003197;0.0003622;-0.003477;-0.02179;-0.006206;-0.01258
2004-03-25;0.001047;-0.01171;-0.01285;0.01474;-0.01565;-0.01423;-0.01028;0.01347
2004-03-26;0.01454;0.01776;-0.005402;0.0154;0.0004575;0.02539;0.0314;0.002789
2004-03-29;0.003295;0.01547;0.01078;0.01396;0.007292;0.01226;0.00174;0.007161
2004-03-30;0.007986;0.0009901;0.0096;0.0005196;0.00949;0.009697;0.005634;0.009109
2004-03-31;0.01156;0.01717;0.008457;0.02192;0.01513;0.01199;0.01416;0.003931
2004-04-01;0.002215;0.01449;0;0.02344;0.01049;0.006337;0.007217;0.0115
2004-04-02;0.01279;0.01522;0.006296;0.004128;-0.003953;0.01528;-0.009777;-0.003402
2004-04-05;0.0007941;-0.005207;0.003133;0.0212;0.007246;-0.008198;-0.0116;0.0004226
2004-04-06;0.005146;0.01694;0.01037;-0.0184;0.005029;-0.005503;-0.002163;0.002821
2004-04-07;0.0001974;-0.01837;0.001031;0.01079;-0.003015;0.0003941;0.001731;0.0006172
2004-04-08;0.01041;-0.001903;0.00103;0.0013;0.003865;-0.003157;-0.003031;-0.01061
2004-04-09;0;0;0;0;0;0;0;0.001076
2004-04-12;0;0;0.002058;0;0;0;0;-0.001491
2004-04-13;0.003315;0.006171;0.002053;0.01323;0.01809;-0.01393;-0.0237;-0.006813
2004-04-14;-0.02984;-0.02783;-0.01446;0;-0.01157;-0.04467;-0.04403;-0.005978
2004-04-15;-0.01822;-0.008798;-0.01573;-0.001122;-0.008702;-0.01478;-0.01355;0.002486
2004-04-16;0.007936;-0.01036;-0.001058;0.0004811;0.006657;0.008893;0.01355;0.007073
2004-04-19;-0.007119;0.002972;0.002114;-0.0108;0.007203;0.008396;0.007397;0.002558
2004-04-20;-0.003476;0.007391;-0.008484;-0.002434;-0.001912;-0.006291;-0.01813;-0.007705
2004-04-21;-0.006576;-0.04365;-0.01502;0.01259;-0.01527;-0.05136;-0.05149;-0.005812
2004-04-22;-0.02653;0.001537;-0.006508;0.01117;-0.006377;-0.005329;0.001973;0.007535
2004-04-23;0.003171;0.01776;0.01082;0.0038;0.008786;0.0159;0.008344;-0.001761
2004-04-26;-0.003171;0.0125;-0.01628;0;-0.001517;0.002189;0.003902;0.004156
2004-04-27;-0.01795;-0.009985;-0.002191;-0.04229;0.001699;-0.01143;-0.00733;0.004242
2004-04-28;0.01093;-0.0111;-0.001097;-0.0009898;0.007269;-0.03419;-0.03748;-0.02012
2004-04-29;-0.05006;-0.0494;-0.0222;-0.01379;-0.01618;-0.04111;-0.03947;-0.001947
2004-04-30;-0.00202;-0.01018;-0.01356;0.003841;-0.02278;0.009964;0.008964;-0.00311
2004-05-03;0;-0.01574;0.002273;-0.03615;0;-0.01044;-0.01641;-0.003071
2004-05-04;0.008722;0.01735;0.02245;0.02104;0.01659;0.0273;0.02269;0.01275
2004-05-05;0.02333;0.01706;-0.01792;0.007419;0.009821;0.01794;0.02116;0.01126
2004-05-06;-0.01248;-0.02896;0.01012;0.01781;0.001117;-0.01655;-0.0243;-0.01241
2004-05-07;-0.02883;-0.02926;0.001118;-0.01899;-0.01264;-0.01966;-0.02651;-0.01559
2004-05-10;-0.07068;-0.05884;-0.04105;-0.02762;-0.02899;-0.05941;-0.06608;-0.02196
2004-05-11;0.01353;0.01416;0.01042;-0.03734;-0.03566;0.01987;0.01707;0.0134
2004-05-12;0.01831;-0.000586;0.00345;-0.003596;0.01448;0.01319;0.04037;0.004685
2004-05-13;0.00564;0.01513;-0.01039;0.0136;0.004142;-0.01025;-0.0325;-0.004843
2004-05-14;-0.01487;0.01148;-0.0211;-0.07583;-0.001622;-0.008867;0.005027;0.005494
2004-05-17;0.01206;-0.02134;-0.03496;-0.09525;0.001926;-0.00745;0.02476;-0.00113
2004-05-18;0.01539;0.009286;0.01341;0.0295;-0.00115;-0.003996;-0.02142;-0.003432
2004-05-19;0.02378;0.03016;0.04266;0.06786;0.0006512;0.05691;0.03062;0.01043
2004-05-20;0.006308;0;-0.008154;0;0.003326;0;0;-0.009524
2004-05-21;0.001346;-0.02382;0.02312;0.0005737;0;0.008006;0.02814;0.01135
2004-05-24;0.004475;0.005153;0.009101;0.03605;0.001069;0.01119;0.003658;0.007619
2004-05-25;-0.00134;-0.008028;0;-0.00351;0.01696;-0.003252;0.01244;0.004618
2004-05-26;0.006018;0.02894;0.001132;0.01287;0.01402;0.02799;0.01989;0.008427
2004-05-27;0.006645;0.01389;0.01905;-0.0203;0.002337;0.01304;0.01255;0.01081
2004-05-28;-0.01468;0.01315;0.01323;-0.0378;-0.001094;-0.003131;-0.001997;0.0004696
2004-05-31;0;0;0;0;0;0;0;-0.002131
2004-06-01;-0.03743;-0.0115;-0.008801;-0.00602;-0.0005276;0.006698;0.005979;0.00899
2004-06-02;0.02094;0.008772;0;0.007181;0.00999;-0.002674;-0.01653;0.005577
2004-06-03;0.0009105;-0.01374;-0.02574;-0.01148;-0.003863;-0.0212;-0.01732;-0.007415
2004-06-04;-0.0002276;0.004968;0.007905;-0.001958;-0.008755;-0.007779;-0.01033;0.009959
2004-06-07;0;0.0234;0.0321;0.02516;0.004304;0.02316;0.02259;0.01033
2004-06-08;0.02072;0.007503;0.003263;-0.002105;0.01508;0.005372;-0.00356;-0.00445
2004-06-09;-0.006934;0.005856;-0.001086;0.0101;-0.008563;-0.01484;-0.02163;-0.007546
2004-06-10;-0.02041;-0.01983;-0.002176;-0.001708;-0.01115;-0.01461;-0.02104;0.002961
2004-06-11;-0.004362;0.001623;0;-0.01686;0.005539;-0.001841;-0.003195;-0.002934
2004-06-14;-0.0153;-0.0169;-0.02873;-0.02484;0;-0.01625;-0.00857;-0.006331
2004-06-15;-0.01364;0.008212;0.00112;0.002373;-0.004374;-0.006105;-0.01354;0.01598
2004-06-16;0.0002368;0.001634;0.001119;-0.004554;0.01604;0.01264;0.007605;-0.004253
2004-06-17;0.012;0.002175;-0.007861;-0.002981;0.009725;0.01202;0.02141;0.00206
2004-06-18;0.04237;0.006497;-0.0182;-0.007191;0.01009;0.01505;0.01941;0.003863
2004-06-21;0.01248;0.007527;0;-0.008456;0.007352;0.004066;0.001038;-0.002229
2004-06-22;-0.003772;-0.009688;0.002294;-0.01466;-0.0007052;-0.01042;0;0.001584
2004-06-23;0.002443;0;0.009122;0;0.001436;0;0;0.0003307
2004-06-24;0.007292;0.03141;0.02134;-0.002671;0.008323;0.02297;0.02207;0.004088
2004-06-25;-0.004192;-0.007365;0.004435;0.01774;0.004177;0.01151;0.002535;0.0002865
2004-06-28;-0.002878;-0.0165;-0.005546;0.01305;0.0007271;0.00132;0.006058;-0.0005763
2004-06-29;-0.01115;-0.001074;-0.001113;0.004975;-0.0114;-0.01953;-0.02911;0.006457
2004-06-30;0.006704;0.009626;0.01437;0.009089;-0.002016;0.003579;0.00207;0.004569
2004-07-01;0.01503;0.02419;0;0.007447;0.005583;0.008007;0.01488;-0.003633
2004-07-02;-0.0321;0.007246;-0.003299;0.0001952;-0.002194;-0.01024;-0.004595;0.002389
2004-07-05;0.007224;0.004631;-0.001102;-0.0001952;0.004274;0.008913;0.01221;-0.001606
2004-07-06;0.008288;-0.0036;0.007688;0.002535;0;0.005751;0.007053;-0.004202
2004-07-07;0.002228;-0.01505;0.002186;0.01527;0.004978;0.008784;0.008996;-0.001476
2004-07-08;0.006434;-0.006296;-0.01098;-0.008088;0.005211;0.001747;0.01138;-0.005488
2004-07-09;-0.00777;-0.002635;0.003306;0.005207;-0.002331;0.00218;0.008815;0.002516
2004-07-12;-0.002231;0.009454;-0.005516;0.008237;0.003482;0.00478;0.001462;0.0003112
2004-07-13;0.01265;0.009365;-0.006659;-0.01615;-0.00542;0.001732;-0.01323;-0.005609
2004-07-14;0.00484;0.001035;-0.01233;-0.007785;-0.003127;-0.0026;0.007373;0.001257
2004-07-15;0.0002195;0.004645;-0.002257;0.003121;0.007515;0.008209;-0.01034;-0.0007131
2004-07-16;-0.0002195;0.01736;0.01347;0.01354;0.003141;0.01155;0.008867;0.005657
2004-07-19;0.01135;0.003536;0.009983;0.01431;0.01052;-0.0004254;0.005868;-0.008376
2004-07-20;-0.01289;-0.01065;-0.006645;-0.00837;0.0002358;-0.01371;-0.02919;0.000423
2004-07-21;-0.00972;0.008627;0.006645;0.0005729;-0.003973;0.003445;0.001004;-0.01376
2004-07-22;-0.02177;-0.023;0.003306;0.01177;-0.01294;-0.02879;-0.02129;-0.005601
2004-07-23;-0.002271;-0.009873;-0.005516;-0.004728;-0.004522;-0.01606;-0.01393;-0.009
2004-07-26;-0.0006824;0.005208;-0.005546;0.01281;-0.008007;0.001348;-0.004686;-0.007072
2004-07-27;-0.01398;-0.009395;0.006652;-0.005066;-0.0104;-0.01129;-0.01684;-0.002064
2004-07-28;-0.01769;0.004186;0;-0.004525;0.008109;0.009492;-0.00319;-0.002322
2004-07-29;0.003283;0.00832;-0.009995;0.003584;0.004722;0.007172;0.01165;0.000608
2004-07-30;0.006765;0.02455;0.006674;0.01439;0.01151;0.01902;0.02649;0.0002019
2004-08-02;0;-0.01271;-0.004444;0.002039;0.006701;-0.001754;0.004602;0.0003072
2004-08-03;0.006951;0.01423;0;0.001666;-0.0001127;0.001754;-0.006141;0.0004311
2004-08-04;-0.002543;0.002016;-0.003346;-0.002036;0.004902;-0.003072;-0.0005135;-0.005856
2004-08-05;0.01653;-0.01676;0.01772;0.01087;-0.01551;0.003948;-0.005149;-0.0001853
2004-08-06;-0.02373;-0.016;-0.002198;-0.008652;-0.01289;-0.02035;-0.005176;-0.00465
2004-08-09;0.01504;0.006741;-0.002203;0.006817;-0.01171;0.004903;0.01033;-0.004539
2004-08-10;-0.001149;-0.009346;-0.00442;0.006953;0.009551;0.001333;0.00154;0.00829
2004-08-11;-0.01203;0.01963;-0.007782;-0.007872;8.35E-05;-0.006683;-0.02073;-0.003109
2004-08-12;0.0004653;-0.004614;-0.001117;-0.01407;-0.009998;0.01067;0.01042;-0.006197
2004-08-13;0.006723;-0.009812;0.002232;-0.004109;-0.006495;-0.002214;0.002587;0.0051
2004-08-16;0.01103;0.01135;-0.01121;-0.009591;0.01031;0.02062;0.02349;0.006213
2004-08-17;0.01879;0.02232;-0.001128;0.009591;0.00657;0.0185;0.003024;-0.0005856
2004-08-18;-0.009464;0.001504;0.01234;-0.009402;-0.01485;-0.006843;0.007521;0.004358
2004-08-19;-0.005221;0.02913;0.01439;0.01165;0.00808;0.02165;0.02272;0.0005319
2004-08-20;0.006352;-0.001948;-0.0022;-0.007686;0.01082;0.001679;0.01934;0.000523
2004-08-23;-0.007946;0.01212;0;0.002256;0.004676;0.005019;0.002869;-0.001575
2004-08-24;0.009754;-0.008708;0.008772;-0.002067;-0.01174;-0.01175;-0.02026;-0.003979
2004-08-25;-0.002034;0.00678;0.01086;0.00619;-0.004964;-0.02047;-0.001951;0.007399
2004-08-26;0.001808;0;0.008602;0.009121;0.003437;0.01369;0.005842;-0.0009416
2004-08-27;0.004056;-0.007752;-0.002144;0.0003705;0.001843;0.006777;0.00194;0.002541
2004-08-30;0;-0.002923;0.00535;0.01215;0;0.000422;0.005315;-0.002068
2004-08-31;0.01207;0.01212;-0.003207;0.004746;0.002135;-0.001689;-0.01017;0.004249
2004-09-01;0.01171;0.003848;0.01382;0.005267;0.01351;0.002954;0.007276;0.006291
2004-09-02;0.01612;0.003833;-0.002114;0.001991;0.01538;0.0004213;-0.001451;0.004345
2004-09-03;-0.004114;-0.004313;-0.005305;-0.0001808;0.008216;-0.002953;-0.01071;-0.006376
2004-09-06;0.004546;-0.006264;0.005305;0.007925;0.0018;0.0008446;-0.0004894;-0.0004792
2004-09-07;0.0101;0.004822;0.00317;0.0008966;0;-0.003806;-0.0133;0.006877
2004-09-08;0.0008549;0.007189;0.001054;0.005185;-0.001416;-0.0004238;-0.004973;0.001266
2004-09-09;-0.004067;0.001432;-0.007404;-0.005185;-0.002056;0.005917;0.006955;0.002492
2004-09-10;0.008543;-0.00478;-0.001062;0.007856;0.01335;-0.002109;0.01181;0.00402
2004-09-13;0.00488;0.00621;0.009519;0.01149;-0.002665;0.004635;-0.003431;0.006172
2004-09-14;0.009059;-0.005252;0.002103;0.008055;0.007699;0.002519;0.007824;-0.003047
2004-09-15;0.009601;0.01379;-0.001051;-0.0003489;0.005354;0.00627;0.004374;-0.005995
2004-09-16;-0.004789;0.00518;0.009419;0.009031;-0.0009692;0.000833;-0.01122;0.009303
2004-09-17;0.0002087;0.02734;-0.002086;0.01578;0.004016;0.02183;0.006355;-0.002921
2004-09-20;-0.004811;-0.0004571;0.008316;-0.001874;0.01213;-0.0049;-0.007828;0.0001404
2004-09-21;0.01147;0.01137;0.00722;0.008151;0.006129;0.01422;0.01994;0.006478
2004-09-22;0.003724;-0.009539;-0.005152;0.007246;0.02006;0.004027;0.008152;-0.01047
2004-09-23;-0.002896;-0.004116;0.003094;-0.0154;-0.003655;0.004411;0.007612;0.004599
2004-09-24;0.003309;0.0004582;-0.01139;0.003404;0.001002;-0.001602;-0.0009483;-0.001607
2004-09-27;-0.001239;-0.005052;-0.007318;-0.009733;0.01166;0.002402;0.005676;-0.001556
2004-09-28;0.001446;-0.001843;-0.003153;-0.005851;-0.001994;0.02683;0.01823;0.008188
2004-09-29;0.008836;0.01919;0;0.001035;0.0181;0.008141;0.01197;0.01204
2004-09-30;0.005509;0.009009;0.01463;0.01709;-0.006633;0.005007;0.01364;0.004104
2004-10-01;0.004871;0.006258;0.002073;0.009447;0.008042;0.01146;0.01167;0.004564
2004-10-04;0.01945;0.01064;0.02049;0.01929;0.01603;-0.00152;-0.01619;-0.0002453
2004-10-05;0.009093;0.02525;0;0.002467;-0.001895;-0.001142;0.009029;-5.54E-05
2004-10-06;-0.002759;-0.007769;-0.003047;0.001313;0.01025;0.006074;0.02134;0.00292
2004-10-07;0.01177;0.003028;0.01012;-0.0023;0.01721;0.01465;0.00876;-0.0004552
2004-10-08;0.004281;-0.001729;0;0.003775;-0.01146;0.003723;0.01041;0.006688
2004-10-11;0.003296;-0.006947;0;0.005392;0.01011;-0.00186;0.002586;0.0004013
2004-10-12;-0.007772;-0.0008718;-0.01012;-0.02324;-0.003745;-0.02679;-0.01912;-0.005475
2004-10-13;-0.01672;-0.01008;-0.007147;0;-0.01246;-0.03582;-0.03573;-0.003766
2004-10-14;-0.005569;-0.02182;-0.01133;0.007643;-0.02252;-0.001984;0.005442;-0.00125
2004-10-15;-0.006804;0.003596;-0.003114;-0.004811;0.009019;0.009093;0.01169;0.00902
2004-10-18;0.01297;0.008488;-0.003123;-0.003999;0.00468;0.01096;0.00446;-0.0001921
2004-10-19;0.01593;0.007975;0.008307;0.001835;-0.008741;-0.01017;-0.008492;0.008454
2004-10-20;-0.005673;-0.02638;-0.01144;0.001332;-0.00414;-0.01946;0.01691;0.0033
2004-10-21;-0.01264;0.01305;0.00209;-0.01105;0.01319;0.0167;0.01446;0.004096
2004-10-22;0.01362;0.01685;0.003127;0;0.01239;0.01681;0.009955;-0.006111
2004-10-25;0;-0.02268;-0.00836;-0.01578;0.003575;0.001937;0.02467;0.007177
2004-10-26;-0.004715;0.001798;-0.006316;0.006476;0.001523;-0.0007743;-0.001261;-0.0017
2004-10-27;0.02085;0.01956;0.005266;0.007783;0.005328;0.01461;0.00336;0.01121
2004-10-28;-0.01203;0.009641;0.01356;0.01123;-0.01231;-0.02591;-0.02979;-0.0001385
2004-10-29;0.009519;-0.0008726;0;-0.006521;-0.01584;0.01013;0.002588;0.00289
2004-11-01;0.006552;0;0;0;0.0114;0;0;-0.000941
2004-11-02;-0.002693;0.002616;0.01133;0.006021;-0.003838;-0.0007758;-0.003885;0.007258
2004-11-03;0.006719;0.02068;0.01019;0.01259;-0.006563;0.01004;-0.008688;0.007267
2004-11-04;0.01217;0.003406;-0.003047;0.003124;0.02117;0.009558;0.03135;0.005415
2004-11-05;0.01408;0.008042;0.01213;0.01886;0.004083;0.0121;0.0004227;0.007046
2004-11-08;0.001862;-0.008042;0.001005;-0.001935;-0.0004092;0.002628;0.02463;-0.0026
2004-11-09;-0.002608;-0.00554;0.003008;-0.0006458;-0.01232;0.003743;-0.004132;0.001472
2004-11-10;0.01536;0.02281;0.005988;0.01012;0.0001768;0.01262;-0.002488;-0.00627
2004-11-11;-0.00571;-0.01134;-0.0009955;-0.006737;0.008749;-0.002955;-0.0075;0.007789
2004-11-12;0.01376;0.02214;0.0109;0;-0.0007888;0.005166;0.005838;0.004147
2004-11-15;-0.00548;0.001239;0.006873;0;0.01677;0.01896;0.02017;-0.006523
2004-11-16;-0.004222;-0.007041;-0.006873;0.01613;-0.01449;-0.008341;-0.006541;-0.00128
2004-11-17;0.006235;0.01075;0.01175;0.002689;-0.000164;0.0141;0.02231;0.008527
2004-11-18;0.007105;0.01145;-0.001949;0.003626;0.01137;0;-0.003214;-0.001311
2004-11-19;0.007415;-0.005299;-0.002931;-0.01427;0.002672;-0.005762;0.0004023;-0.002745
2004-11-22;-0.009595;-0.01441;-0.0128;0.002073;0.009146;-0.00907;-0.002013;0.004713
2004-11-23;-0.0007279;0.01154;0.01182;0.01172;0.01377;0.009792;0.0008058;0.007641
2004-11-24;0.002182;0.003273;0.007805;0.004399;0.008438;0.0007215;-0.005654;0.01458
2004-11-25;-0.008574;0.00204;-0.00292;0.0001568;0.007253;0.008975;-0.002027;0.005449
2004-11-26;0.004023;0.01417;-0.004885;0;0;0.007123;0.008084;0.0002629
2004-11-29;0.001094;0.006011;0.005859;0.01848;0.01209;0.008129;0.004419;-0.0005412
2004-11-30;0.001093;0.006372;0.004857;0.00919;-0.00272;-0.004586;-0.008452;-0.003175
2004-12-01;0.0007281;0.02199;0.0009685;0.01152;0.003396;-0.003542;-0.01056;0.009305
2004-12-02;0.005082;-0.006233;0.007715;0.02471;-0.01562;-0.004624;-0.003683;0.006987
2004-12-03;-0.002538;0.003511;-0.004815;-0.0005883;-0.02655;-0.02747;-0.03293;0.006901
2004-12-06;0.001632;0.002722;0.003854;0.007621;0.003978;-0.0003665;-0.0008478;-0.004793
2004-12-07;0.009737;-0.002333;0.0009611;0;-0.001443;-0.005514;-0.007663;-0.009505
2004-12-08;-0.02415;-0.02763;-0.01451;-0.01264;-0.01645;-0.04331;-0.06215;-0.001682
2004-12-09;-0.02815;8.00E-04;0.001947;0.005015;-0.006375;0.0007695;-0.007761;-0.002179
2004-12-10;-0.01851;-0.00481;-0.003899;-0.01706;-0.0001309;0.001537;0.006396;-0.002756
2004-12-13;0.00691;0.02225;-0.001955;0.01087;-0.006482;0.016;0.01536;0.004341
2004-12-14;0.02138;0.01559;0.00488;0.01499;0.01383;0.004525;0.004474;0.003896
2004-12-15;0.005415;0.01001;0.007759;0.01174;0.006867;0.00263;0.005343;0.007826
2004-12-16;0.005015;0.007631;-0.005814;0.007038;0.0123;0.007477;0.007961;-0.01175
2004-12-17;-0.009682;0.006063;0.0009713;-0.007182;-0.009245;-0.003731;-0.0133;0.001385
2004-12-20;0.002616;-0.001891;0.0087;0.009184;0.003178;0.01337;0.007117;0.003667
2004-12-21;0.02433;0.01726;-0.002892;0.01207;0.00716;0.01064;-0.0008869;0.005802
2004-12-22;0.0005462;-0.005222;0;-0.005803;0.006345;0.002915;0.001773;0.006794
2004-12-23;0.009781;0.005966;0.005775;0.008903;-0.01063;0.001818;0.0008853;0.002398
2004-12-24;-0.003611;0;-0.001921;0;0.007314;0;0;0.005047
2004-12-27;0;0.005191;-0.000962;0.007149;0;0.006156;0.004415;0.001752
2004-12-28;0;0.006267;0.003842;0.01332;0;0.006477;0.005272;0.004763
2004-12-29;0;0.005132;0.005736;-0.002346;-0.001858;0.001075;-0.008803;-0.003383
2004-12-30;0.02395;0.006923;-0.002864;-0.003183;0.006395;0.002147;-0.0004422;0.00492
2004-12-31;0.01176;0.001451;0.003817;0.01199;0.006831;0.009253;0.009245;-0.00107
2005-01-03;0;0.006865;0;0.0136;0;-0.006397;-0.009687;-0.004433
2005-01-04;-0.00947;-0.02111;-0.008608;0;-0.02455;-0.02637;-0.02192;-0.01161
2005-01-05;-0.01778;-0.03176;-0.02038;-0.04011;-0.01048;-0.02633;-0.02473;-0.009263
2005-01-06;-0.01792;-0.007622;-0.002946;-0.01616;-0.01357;0.003002;0.002315;-0.0009556
2005-01-07;0.002735;0.008002;-0.006907;0.009955;0.007284;0.00374;0.001848;-0.006499
2005-01-10;-0.004929;-0.003421;0;-0.01886;-0.004314;-0.001494;0;0.004544
2005-01-11;0.01616;-0.01884;0.002966;-0.01058;0.005403;0.004476;0.009191;-0.003873
2005-01-12;-0.001802;-0.009357;-0.0009877;-0.01735;0.0001687;0.000744;-0.005505;0.00444
2005-01-13;0.004859;0.02895;-0.0009886;0.02069;0.01665;0.004823;0.001379;-0.003273
2005-01-14;0.001973;0.009468;-0.005952;-0.01463;0.009699;0.008843;-0.009693;-0.000263
2005-01-17;0.008386;0.01385;0.008915;0.002502;0.008403;0.01312;-0.003717;0.0007687
2005-01-18;-0.008565;-0.01649;-0.0009867;-0.003535;0;-0.008727;-0.003264;0.0018
2005-01-19;-0.01045;0.001511;0.001972;-0.004584;0.008604;0.006915;0.01576;-0.003057
2005-01-20;-0.01791;-0.01291;-0.004938;-0.006394;-0.002515;-0.02015;-0.01389;-0.007721
2005-01-21;0.006798;0.001146;-0.003968;0;-0.005658;0.01177;0.004651;0.004366
2005-01-24;0.006389;0.01139;-0.004983;-0.004635;0.007584;0.02099;0.02067;-0.003666
2005-01-25;0.01373;0.007896;0.00994;0.0131;0.005833;-0.001434;-0.01373;-0.003265
2005-01-26;-0.000359;-0.007896;0.0069;0;0.003028;-0.004674;-0.008794;0.01165
2005-01-27;0.00769;0.007896;0;0.01264;0.00804;0.0003603;-0.005127;-0.003434
2005-01-28;0.009222;-0.001124;0;0.02253;0.008174;-0.001081;0.005592;-0.003958
2005-01-31;0.01228;0.01784;0.01075;0.01713;-0.008569;-0.0007215;-0.002792;0.005763
2005-02-01;0.003308;0.01281;-0.004871;0.002523;0.009123;0.01895;0.004649;0.002483
2005-02-02;0.00848;0.01121;0.006813;0.005724;0.01012;0.01546;0.002316;0.002102
2005-02-03;0.006869;0.0118;0.001938;0.01698;0.01207;-0.008403;-0.0107;-0.004286
2005-02-04;-0.00257;0.01726;0.003865;-0.003153;0.004642;-0.002464;-0.003749;0.003887
2005-02-07;0.01177;0.00904;0.006728;-0.003025;0.003857;0.004221;-0.006594;-0.005491
2005-02-08;-0.001188;0.001729;0.002869;-0.0009645;-0.00745;-0.01165;-0.03071;0.005525
2005-02-09;-0.0006793;0;-0.001912;0.006458;0.003316;-0.003557;0.009699;-0.003431
2005-02-10;0.001867;0.01202;0.0009565;-0.001782;-0.001664;0.003557;0.01865;0.006996
2005-02-11;0.004568;0.0003414;0;0.006837;0.02152;0.012;0.02849;0.004858
2005-02-14;0.01508;0.01759;0.01046;0.006926;0.01189;0.01946;0.02276;0.009668
2005-02-15;0.004976;-0.01113;0.0009456;-0.005564;0.002385;0.001719;-0.004963;0.00342
2005-02-16;0.02355;0.009786;0;-0.01067;0.002994;0.004114;-0.004079;-0.002579
2005-02-17;0.007887;0.0006714;-0.004737;-0.001652;0.02134;0.01662;0.006789;-0.0006236
2005-02-18;-0.003534;0.00335;0.002845;-0.00345;-0.005584;0.006038;0.005398;-0.004366
2005-02-21;0.009926;-0.003015;0.005666;-0.00833;0.0143;0.007331;0.00403;-0.0002295
2005-02-22;0.006511;0.01861;0.003759;0.00985;0;0.01842;0.01815;-0.009307
2005-02-23;-0.002694;-0.006607;-0.001878;0.0008279;0.0009852;-0.007197;-0.001757;-0.003035
2005-02-24;0.01215;0.01676;0.001878;0.0002758;0.007493;0.006871;0.01049;-0.001007
2005-02-25;0.01987;0.01617;0.007477;0.0005514;0.01591;0.01167;-0.01755;0.01284
2005-02-28;0.02594;0.01116;0.005571;0.01505;0.02197;0.01789;0.01101;-0.001619
2005-03-01;-0.001049;-0.0102;-0.003711;-0.009;-0.003186;-0.01371;-0.007471;0.0002197
2005-03-02;-0.01572;-0.01257;-0.007463;0.004647;-0.01525;-0.02601;-0.01556;-0.003727
2005-03-03;-0.01612;0.008079;0.001871;0.01368;0.01107;0.01601;0.01291;-0.003138
2005-03-04;-0.0031;0.001287;-0.003745;0.008038;0.01729;0.002913;0.003091;0.01392
2005-03-07;0.0265;0.02476;0.005613;0.002132;0.01986;0.01444;0.01053;0.003514
2005-03-08;0.005127;-0.01199;0.00836;0.003057;-0.004556;0.004767;0.013;-0.003202
2005-03-09;0.006597;-0.02376;0.006455;-0.001993;-0.002385;0.003166;0.02088;-0.003417
2005-03-10;-0.01006;-0.01804;-0.004606;0.001462;-0.01345;-0.002849;0.0008432;-0.003949
2005-03-11;-0.01521;0.0009922;0.004606;-0.005326;-0.02357;-0.007955;-0.004646;0.0008027
2005-03-14;-0.009702;-0.0268;-0.00184;-0.003209;0.007117;-0.008664;-0.008077;-0.004117
2005-03-15;-0.007612;-0.01851;-0.01111;-0.007664;-0.000819;0.001932;-0.002564;-0.0002703
2005-03-16;-0.04204;-0.009732;0.005571;-0.001891;-0.008294;0.001607;0.002137;-0.00143
2005-03-17;0;-0.00701;-0.005571;-0.0106;0.00422;0.0009629;-0.006855;-0.001607
2005-03-18;-0.005872;0.01674;-0.001864;-0.002052;0.01822;0.007989;-0.0008602;0.002509
2005-03-21;-0.02066;0.002418;0.001864;-0.005906;0.004586;-0.005425;-0.01736;-0.01004
2005-03-22;-0.001337;-0.0006904;-0.004666;-0.01709;-0.01004;-0.009;-0.001753;0.0007138
2005-03-23;-0.01313;-0.0416;-0.007512;-0.01568;-0.01213;-0.03349;-0.0339;-0.01179
2005-03-24;0.00894;0.01323;-0.004724;-0.003851;-0.02686;-0.01209;-0.01647;0.003363
2005-03-25;0;0;0;0;0;0;0;-7.72E-05
2005-03-28;0;0;-0.001896;0;0;0;0;-0.005419
2005-03-29;-0.006909;-0.009997;-0.008576;-0.01759;-0.006021;-0.01567;-0.01347;-0.005062
